Votes Total,Residents Total,Residents 0-14,Residents 15-64,Residents 65+,Population without Education,Population with High School,Companies Created,Average Monthly Income,Employees per Sector Total,Employees per Sector Agriculture,Employees per Sector Extraction Industries,Employees per Sector Transformation Industries,Employees per Sector Construction,Employees per Sector Gross and Retails Markets,Employees per Sector Administration and Services,Employees per Economic Sector Banks,Employees per Economic Sector Others,Companies Dissolved,Unemployment Total,Unemployment <25,ranking
32286,51236,8200,35361,7676,4981,4792,120,591.0,14883,76,0,6299,2224,2735,603,96,0,111,3772.7,519.7,e>c>d>b>a
91634,159266,26049,113257,19961,12043,17593,442,668.0,62922,318,253,33693,4402,11136,1848,401,9,249,12222.7,1171.9,e>d>c>b>a
5114,7712,1249,4936,1528,1246,648,11,559.4,1366,41,130,0,208,342,46,15,0,21,438.1,68.1,e>c>b>d>a
15772,22117,3774,14831,3513,2692,2092,52,610.6,5802,112,0,1962,1357,895,332,51,0,24,1090.6,137.9,d>e>b>c>a
10305,13341,1974,8580,2788,1804,1334,19,596.3,2333,76,0,227,646,540,213,20,0,7,865.4,84.4,e>b>c>a>d
77657,133651,22389,94302,16960,9573,15972,319,730.6,53188,530,31,25484,6055,9404,2052,320,25,389,8558.0,805.6,e>b>d>a>c
13607,23705,4147,17048,2510,1947,2355,53,572.2,8477,42,0,5347,508,1131,231,58,0,96,1731.0,163.6,e>b>c>a>d
14911,22735,3590,15198,3947,2537,1943,44,613.9,6214,361,39,0,1409,1032,299,37,0,27,659.3,108.2,e>d>b>c>a
20001,32298,4436,21926,5936,2719,3867,62,702.9,9460,35,0,1824,513,2122,589,128,0,127,3308.5,379.4,d>e>b>c>a
82534,168363,26596,118833,22934,11149,23336,288,700.7,34581,183,0,8392,3761,8356,3205,273,0,301,12252.0,1517.5,e>b>d>a>c
61262,133558,22846,94190,16522,6634,20416,436,904.9,63774,236,26,14664,6275,14303,10091,427,0,429,8335.4,844.3,d>e>b>a>c
85872,174939,25914,123143,25883,11185,24602,547,917.3,89336,629,0,10442,5629,37041,11645,523,7,404,9145.1,809.7,e>b>d>a>c
38076,69339,10067,48165,11107,5420,7358,123,763.5,28215,494,47,16270,1765,3662,1606,177,25,120,2543.7,301.3,d>e>a>c>b
50863,86782,16275,61296,9212,6763,8205,169,639.6,24696,116,0,11100,3080,4993,870,217,17,112,5954.8,754.3,d>e>b>c>a
128560,242652,30079,158136,54437,13814,32936,1102,1000.5,137479,709,16,11116,18301,29710,14066,6059,13,1032,15199.0,1550.7,e>b>d>a>c
31587,63719,11092,44223,8405,4357,7441,190,702.4,21818,1311,0,4261,3425,4694,1280,173,58,69,3941.2,494.4,d>e>b>c>a
76937,139556,22609,97860,19088,10799,15581,343,776.9,49554,0,0,22297,5600,9432,3042,407,12,384,8776.5,850.1,d>e>a>c>b
43925,72157,10388,50368,11402,5920,7599,160,666.1,23214,149,114,12079,1772,4333,643,156,0,284,6661.8,730.3,e>d>b>c>a
11415,21744,3321,15250,3173,1285,3037,73,743.8,13886,0,0,7949,290,2252,505,135,0,145,1069.7,111.3,d>e>b>c>a
23241,38961,6312,27971,4679,2644,4714,80,792.7,16294,205,0,7017,1702,3229,999,112,0,123,3556.0,397.8,e>d>b>c>a
14539,23269,3084,15694,4492,2458,2505,33,818.0,8453,60,0,4759,595,1355,254,62,0,33,672.6,95.1,c>e>b>d>a
45353,93053,15741,65977,11335,5562,12981,198,715.4,24842,155,84,5545,4694,5971,2393,202,0,165,7708.3,1043.0,e>b>d>a>c
41179,79051,13147,55099,10805,5488,9091,203,772.8,27634,2196,27,8836,3786,5923,1015,154,14,170,4942.7,559.1,e>b>c>a>d
145495,301661,47803,211122,42737,18851,41476,705,843.3,86596,759,30,22506,8896,19081,6931,638,27,1200,28491.3,2899.5,e>b>d>a>c
4284,5871,595,3514,1762,1269,475,7,610.6,940,83,0,217,113,172,34,0,0,5,286.3,56.3,c>e>d>b>a
26120,41949,5244,26974,9732,4900,5326,74,670.3,9098,201,108,1085,1299,2438,398,101,9,105,2565.8,357.3,d>e>c>b>a
9130,10941,1159,6333,3449,2193,951,19,641.6,1705,184,0,0,321,365,161,35,0,6,376.8,55.9,e>b>c>a>d
5356,6742,928,4121,1693,1468,499,11,646.0,988,50,0,102,339,139,32,18,0,6,412.1,58.2,e>c>d>b>a
11458,17436,1878,10272,5287,3478,1332,21,623.3,2530,122,4,251,625,689,105,39,11,12,995.3,158.3,d>e>b>c>a
10283,13540,1664,8439,3438,2074,1195,23,617.3,2573,106,232,446,495,517,96,34,0,12,716.4,103.1,d>e>b>c>a
34318,57133,9515,39086,8533,6125,5745,109,681.5,16733,247,31,3744,6125,2772,498,98,0,108,4274.9,537.3,e>d>a>c>b
13674,20970,3307,13820,3844,3429,1634,35,606.5,3749,0,0,411,1900,584,121,20,0,22,1823.5,290.9,e>d>c>b>a
11563,16956,2919,11570,2467,1466,1454,32,648.3,3747,0,0,1442,918,544,121,20,0,27,1426.1,159.6,e>d>a>c>b
13800,20258,3282,13198,3778,2727,1947,36,576.0,3173,70,3,659,841,639,116,23,0,28,1397.9,219.3,d>e>b>c>a
12570,20861,3192,13474,4196,3155,1524,29,605.6,3620,70,3,0,1958,621,64,19,0,14,1620.8,168.8,e>d>b>c>a
36021,58395,10692,41107,6596,5231,5717,148,594.0,25262,199,0,15776,2622,3516,496,134,24,165,2847.8,428.8,e>b>c>a>d
27963,47257,9188,33343,4727,4033,3904,124,584.5,16483,0,0,7907,3340,2685,338,53,0,21,2705.5,337.3,e>c>d>b>a
32389,53624,10083,37042,6500,5107,4755,78,631.2,17294,144,624,3722,7407,2644,325,104,0,38,3833.3,513.9,d>e>c>b>a
31192,56109,10620,39836,5653,4417,4516,137,569.9,21663,69,78,12589,1090,4134,497,122,0,42,3635.4,406.3,d>e>b>c>a
46290,72602,13386,50598,8619,6801,7240,147,689.9,23053,0,575,7019,6726,3795,647,112,36,51,4112.4,638.6,e>b>d>a>c
8105,11598,1841,7260,2498,2047,961,14,622.0,2051,482,0,0,444,448,93,19,0,5,810.6,130.3,e>d>c>b>a
8754,12369,1437,7495,3437,1868,1082,11,732.7,2170,364,0,390,259,444,114,21,0,6,647.7,80.8,e>c>d>b>a
4466,6536,865,4074,1597,875,611,12,618.3,1261,236,0,176,277,271,34,0,0,5,327.1,59.3,d>e>c>b>a
4797,6619,717,3784,2119,1195,533,4,614.4,960,173,0,84,135,253,53,0,0,7,293.8,36.7,e>b>c>a>d
3055,3865,443,2139,1284,759,279,6,594.6,652,103,0,76,188,103,13,0,0,3,241.1,46.4,e>c>d>b>a
17088,27089,3970,17922,5198,3373,3060,36,662.8,5797,356,0,578,1225,1375,530,63,17,27,2101.2,277.5,e>c>d>b>a
3573,4550,640,3004,906,687,444,5,722.1,610,143,0,62,87,140,20,0,0,7,434.7,70.7,e>d>c>b>a
7144,10384,1568,6518,2299,1412,1084,14,617.6,2097,317,0,254,270,664,45,20,0,9,535.9,76.5,e>c>d>b>a
4677,6091,750,3732,1609,1058,520,6,616.8,1032,112,0,147,110,221,32,0,0,17,280.8,29.8,e>d>b>c>a
2164,3052,406,1824,822,489,283,7,599.5,406,40,11,35,107,109,5,0,0,1,95.2,14.0,d>e>a>c>b
10521,17485,2497,11753,3235,2184,1961,38,714.6,3982,640,0,453,530,1003,174,49,0,34,1110.1,166.2,d>e>b>c>a
4681,6498,851,4024,1623,1048,567,5,768.1,1180,292,0,195,165,180,52,0,0,7,331.4,43.3,e>b>c>a>d
5302,7567,964,4796,1807,1406,633,9,600.1,1301,423,0,166,207,223,32,12,7,4,466.3,55.5,e>d>b>c>a
4673,8040,1143,5099,1798,1236,671,7,715.0,1596,568,28,200,166,256,104,11,17,3,297.1,46.8,d>e>c>b>a
4269,5778,786,3553,1439,854,618,4,593.8,1155,65,29,302,240,257,27,0,0,10,219.0,34.5,d>e>b>c>a
4340,6449,870,4107,1473,964,610,9,646.2,948,111,0,0,256,211,36,0,14,4,377.3,45.6,e>d>b>c>a
4784,8146,1326,5238,1582,990,784,17,627.4,2095,55,0,124,809,364,430,16,0,10,499.7,74.9,e>d>b>c>a
6466,8815,829,5036,2951,1641,886,13,767.7,1330,102,0,132,168,382,67,20,0,1,471.8,59.7,e>c>d>b>a
5881,7519,840,4370,2310,1204,747,11,652.1,1179,167,0,170,138,287,33,0,6,7,288.0,55.3,d>e>c>b>a
30087,51768,7958,35131,8680,4468,7426,136,731.4,12477,337,116,1149,1647,2984,826,184,24,89,2788.8,395.6,d>e>a>c>b
4418,5264,558,3068,1638,930,488,3,665.6,822,125,0,0,167,161,21,0,0,3,274.0,31.3,e>c>d>b>a
20850,35412,4572,23301,7539,4022,4749,96,686.1,7908,288,0,707,1436,2017,369,110,49,105,1715.1,305.8,d>e>b>c>a
10900,16139,1937,9873,4330,2323,1616,25,612.9,2834,193,0,251,462,858,97,46,0,6,817.8,115.5,e>c>d>b>a
5867,7635,794,4422,2419,1322,838,12,640.5,1528,170,0,229,239,432,61,28,10,3,273.4,39.2,e>d>c>b>a
15700,24272,3070,15462,5741,3292,2861,43,676.0,5107,274,0,782,665,1386,316,69,9,62,1523.0,223.3,d>e>b>c>a
7243,9827,966,5748,3113,1830,912,14,649.7,1590,239,0,117,269,448,63,16,0,10,376.9,55.3,d>e>b>c>a
4893,6901,778,4225,1898,1068,647,15,661.6,1554,537,0,135,143,316,42,12,0,3,359.4,35.7,e>d>c>b>a
4124,4802,472,2582,1749,991,362,8,597.7,692,71,0,62,145,207,16,14,0,3,165.3,27.3,d>e>c>b>a
7384,9387,800,5099,3489,1779,731,14,611.4,1136,95,0,139,183,266,44,13,0,5,370.0,49.4,e>d>b>c>a
28504,56833,8734,37232,10868,5701,7184,144,706.6,20525,1202,365,6315,2397,5179,960,158,46,51,2579.6,318.8,d>e>c>b>a
19611,42744,7243,28150,7351,4111,6173,82,823.4,14333,537,235,4154,1591,2840,1105,82,27,168,1898.9,206.8,e>b>d>a>c
5884,12943,2363,8365,2215,1039,1957,32,797.3,4561,0,0,641,467,972,280,28,0,26,400.1,37.1,d>e>c>b>a
6883,13291,1872,8490,2930,1458,1550,23,685.5,3930,429,0,582,668,1248,235,41,0,42,575.0,82.8,d>e>c>b>a
7980,14225,2062,8686,3477,1823,1671,22,678.5,3770,457,0,583,603,1031,198,22,25,38,511.9,58.9,d>e>c>b>a
21187,51535,7977,33586,9973,4697,7513,139,730.4,17946,739,48,2376,2192,4260,3070,169,54,170,2740.8,347.8,d>e>a>c>b
12750,25482,4130,16735,4618,2945,3179,66,670.8,7972,1588,0,891,1516,1640,451,51,38,23,993.5,148.7,e>d>c>b>a
7715,15168,2225,10189,2754,1406,1913,22,663.6,3708,270,0,437,336,883,183,46,0,23,828.0,116.2,d>e>c>a>b
6003,11645,1785,7382,2478,1370,1457,27,773.7,3741,369,0,304,593,769,303,18,12,29,479.6,55.3,d>e>c>b>a
12900,27807,4271,18346,5190,2850,3158,40,708.9,8070,874,0,1410,1112,1856,668,64,15,52,1459.6,197.8,c>d>e>b>a
4340,10001,1692,6662,1648,951,1324,21,678.6,2878,0,0,655,402,796,136,29,18,5,330.3,51.2,d>c>e>b>a
36836,78651,12578,51501,14573,7616,10130,191,747.2,28434,2146,11,5290,4732,7006,1637,205,89,248,3050.3,447.6,e>c>d>b>a
26034,48093,6819,32507,8767,4116,5589,105,769.9,20552,256,0,10857,1750,3960,657,152,29,123,2044.6,286.4,e>d>b>c>a
13141,25233,3979,17133,4122,2092,2783,45,763.0,8039,183,0,3169,1024,1519,287,67,0,78,1113.5,123.8,c>e>b>d>a
15961,29640,3877,19155,6609,3342,3287,61,745.8,9340,318,0,3964,1168,1589,450,70,14,78,1017.7,125.9,d>e>b>c>a
34217,77834,11772,53636,12426,4769,10510,230,895.5,31724,0,10,9187,2289,6253,3076,428,0,641,3803.2,500.3,e>b>c>a>d
13741,27258,4137,18018,5103,2402,2878,36,826.3,7428,0,0,2076,1017,1395,626,63,0,67,1208.3,171.3,e>c>d>b>a
15636,38491,6236,26312,5944,2602,4761,74,793.5,12573,873,0,5164,985,2035,704,78,0,42,1965.4,250.0,d>e>b>c>a
4987,10459,1832,6565,2062,1199,880,13,631.0,2316,401,0,444,349,361,161,30,0,12,402.0,52.5,d>e>b>c>a
11270,22785,3648,14694,4444,2341,2628,58,786.9,8842,0,5,4108,952,1755,417,73,0,52,886.3,103.0,c>e>b>d>a
27279,55564,8930,38485,8150,3949,7022,124,767.0,18926,254,0,7759,1427,4168,1100,134,14,76,3525.3,348.3,e>b>c>a>d
8243,12554,1739,8078,2738,1212,1381,21,729.1,3830,0,14,1584,721,651,78,27,0,10,479.0,53.2,e>d>b>c>a
11779,22800,3566,15148,4087,2666,2486,51,711.6,6055,0,0,1721,952,1322,417,52,31,22,818.8,105.8,c>e>d>b>a
7798,12419,1468,7455,3497,1952,1249,20,618.0,3154,88,0,1127,586,624,89,25,19,9,453.1,69.3,d>e>c>b>a
20669,36959,4873,23463,8624,4846,4096,73,760.3,10581,303,73,2759,1730,2564,502,102,43,37,1243.8,149.4,d>e>c>b>a
68063,144617,18611,98145,27861,9331,21230,401,843.2,45431,373,78,4875,4260,10420,3422,634,28,109,6249.1,778.6,e>b>d>a>c
7313,16858,2713,11089,3057,1705,2438,37,727.6,3816,42,17,827,510,762,303,38,0,19,582.2,70.8,e>d>b>a>c
32130,62458,8597,40635,13227,6642,8623,108,850.2,19398,641,0,4630,2723,3416,1631,165,20,91,3272.8,368.4,e>d>c>a>b
2957,4383,512,2436,1436,830,393,3,591.9,975,77,0,204,325,148,31,0,0,1,124.3,25.1,e>d>c>b>a
8631,17387,2974,11540,2874,1314,2466,35,690.1,4149,72,0,1020,631,935,262,41,0,13,823.9,126.3,e>d>b>a>c
10179,20578,2910,13489,4179,1807,2644,41,725.5,5804,126,0,1072,790,1104,341,49,22,6,699.8,103.3,e>d>c>b>a
7874,12577,1694,7995,2888,1664,1340,22,637.3,3330,300,0,808,385,805,102,28,0,18,500.3,45.9,e>d>c>b>a
7105,13163,1989,8653,2522,1366,1640,17,622.2,2407,188,0,181,606,591,140,18,0,15,482.9,82.7,e>b>d>a>c
14380,26080,3343,17044,5693,3265,3402,33,643.8,5235,507,0,847,1117,913,404,26,34,24,1085.0,127.0,e>b>d>a>c
5650,9770,1102,6129,2539,1437,934,12,705.0,2824,316,0,754,524,586,99,27,0,9,213.5,22.8,e>d>b>c>a
14219,21162,2967,13344,4851,2695,2123,33,629.0,5669,103,18,1756,1396,1122,124,38,27,36,844.7,135.8,e>d>c>b>a
3358,4629,367,2410,1852,1213,350,3,612.7,554,38,0,52,193,113,9,10,0,1,120.2,19.3,d>e>c>b>a
9450,15546,1995,10003,3549,2163,1437,24,658.6,3297,108,0,319,1003,750,153,25,0,8,494.2,67.8,e>d>c>b>a
3666,6078,792,3572,1714,916,632,11,643.9,1497,45,0,306,289,228,157,0,0,6,175.1,24.3,d>e>c>b>a
10965,19588,2421,11947,5220,3205,2579,24,680.5,3068,129,18,593,353,889,121,25,11,12,696.8,72.9,e>d>c>a>b
7373,12225,1784,7611,2831,1575,1201,17,622.3,3224,104,0,1351,423,602,89,19,0,15,517.0,84.1,e>c>d>b>a
3640,7261,1179,4770,1312,803,867,12,669.7,2486,24,0,551,343,938,87,0,0,7,297.4,52.5,d>e>c>b>a
4670,7479,866,4284,2329,1364,708,21,630.1,2078,87,0,291,636,396,34,21,0,1,232.0,37.6,d>e>b>c>a
7884,13306,1782,8199,3325,2027,1566,37,681.2,4149,73,0,1095,957,800,96,35,12,17,541.7,57.3,d>e>c>b>a
8034,15733,2507,10386,2841,1478,2013,47,748.2,8434,147,119,2407,1702,2096,342,61,0,27,492.0,55.8,d>e>b>c>a
2062,3289,372,1960,957,518,294,6,643.3,721,17,0,285,81,109,33,0,0,21,173.9,21.2,e>d>c>b>a
4657,6374,723,3825,1827,1037,634,9,628.6,1292,52,0,264,271,305,35,0,0,9,370.6,56.9,d>e>c>b>a
62984,126261,20091,85863,20307,10931,17851,347,803.0,53073,1269,322,12506,9159,11931,3396,549,92,516,4737.2,598.8,e>d>a>c>b
17327,38322,5958,25688,6676,3198,5809,94,887.0,14818,54,0,6861,737,2477,1129,111,0,104,1807.5,216.1,e>c>d>a>b
2356,4017,464,2200,1354,697,392,7,634.3,912,28,0,217,87,208,59,0,0,4,189.9,25.8,d>e>c>b>a
26219,55687,8175,35179,12334,8928,6453,118,730.3,19807,468,408,3835,5217,3788,605,139,100,85,1636.5,217.0,d>e>b>a>c
13267,24397,3821,15826,4751,2569,2801,45,732.6,8857,319,491,3013,1389,1607,237,69,31,58,902.1,102.0,e>d>b>c>a
4200,5628,692,3453,1483,1236,514,11,591.8,1184,89,18,176,225,356,25,18,0,9,174.8,21.6,d>e>b>c>a
5818,9947,1478,6140,2329,1317,993,14,651.9,2874,94,0,1046,350,484,70,20,0,15,380.3,46.3,d>e>b>c>a
10219,15654,2170,9477,4008,2765,1262,35,623.4,3084,117,0,417,787,734,88,33,7,18,556.0,65.8,e>d>b>c>a
13439,20125,2852,12779,4495,2272,2135,33,707.5,7169,65,97,2681,653,1157,197,61,0,24,1035.8,119.8,e>d>b>c>a
8677,14139,2028,8924,3187,1529,1601,23,774.3,3521,54,0,1291,502,657,144,33,0,7,610.6,72.1,e>c>d>b>a
6708,10348,1616,6643,2089,1041,1132,31,849.3,5746,453,3,3076,557,699,118,34,0,31,306.7,39.2,d>e>b>c>a
5759,8162,1112,4901,2150,1509,640,10,633.3,1289,76,0,149,424,199,32,0,0,7,369.8,49.8,e>c>d>b>a
7581,11774,1645,7347,2783,1432,1255,24,707.5,2733,100,0,624,511,533,237,19,0,14,406.8,36.1,d>e>a>c>b
11102,17188,2273,10589,4327,2341,1779,29,610.5,3674,225,0,710,534,775,163,26,0,14,672.0,100.3,d>e>b>a>c
8054,12653,1897,8088,2668,1913,1249,20,588.6,2440,84,31,534,670,468,93,20,0,16,583.3,80.8,d>e>b>c>a
16877,29438,3682,18018,7739,3832,3073,43,733.2,7458,460,7,2317,1109,1465,429,68,0,80,861.7,137.3,d>e>b>c>a
3563,5346,730,3261,1355,888,518,7,615.6,764,55,0,93,150,216,14,0,0,3,301.2,53.8,e>d>b>c>a
50943,98638,15853,65930,16855,8360,13792,292,724.6,26971,376,118,3694,4254,6900,1521,397,20,313,5014.8,635.9,d>e>a>c>b
7256,10819,1378,6625,2817,1360,1038,11,653.9,2357,296,0,586,608,373,57,0,0,24,333.3,49.0,d>e>b>c>a
27783,56201,7324,36104,12774,6030,8265,106,703.5,13541,585,0,2488,1782,3001,649,202,0,130,2679.3,310.1,e>d>b>c>a
6865,10094,918,4836,4340,2491,747,11,641.8,1873,552,0,146,196,291,35,14,18,10,353.6,45.0,e>d>b>c>a
3802,5885,455,3207,2224,1381,432,7,608.5,1169,73,0,442,209,200,25,12,0,6,85.1,13.6,d>e>c>b>a
4179,5875,486,2875,2515,1451,456,3,580.6,905,107,0,99,250,198,70,0,0,16,144.1,20.6,e>c>d>b>a
5864,8567,881,4957,2730,1451,937,10,638.7,1758,49,0,368,356,401,136,24,0,1,244.5,28.8,e>d>b>c>a
2709,3615,263,1921,1431,616,309,3,895.1,752,71,0,337,39,91,38,0,0,1,81.1,10.3,e>d>c>b>a
21693,39959,5135,24686,10138,4396,4933,50,750.9,9086,464,0,2057,1477,1904,444,99,13,145,2284.0,300.3,e>d>c>a>b
8331,14022,1926,8970,3127,1342,1807,36,748.5,6566,88,6,2520,228,1470,237,31,0,45,496.8,76.1,e>b>d>a>c
2480,4019,609,2579,831,404,556,4,899.1,1006,97,0,467,78,68,54,18,0,2,191.0,34.9,d>c>e>b>a
9106,19982,3348,13312,3323,1002,3615,33,831.8,6117,16,0,2068,411,1347,628,64,0,66,731.3,104.2,d>e>b>a>c
5374,8772,1163,5169,2440,1453,892,12,621.2,2093,365,0,365,555,404,61,14,0,9,222.2,44.6,d>e>b>a>c
5555,7559,739,3925,2895,1346,653,8,642.3,1534,91,0,330,303,339,99,0,0,6,184.8,28.9,d>e>c>b>a
25565,46189,7117,29459,9614,5947,5559,122,723.0,16815,215,86,3579,3711,3774,487,193,16,69,1405.7,213.2,e>d>b>c>a
2705,3983,476,2470,1038,451,498,4,597.4,850,47,0,114,278,160,27,0,0,4,201.3,45.8,d>e>c>b>a
10264,16064,2133,9450,4481,2592,1785,28,638.9,3966,233,0,783,849,915,107,38,24,17,622.3,129.3,d>e>a>c>b
21709,41146,5521,25631,9995,4049,5456,54,707.6,9692,443,14,1503,1359,2727,577,108,12,110,1790.4,280.3,d>e>c>b>a
18747,36876,5107,23355,8414,3412,5155,70,760.3,11282,345,0,2385,1175,2201,820,115,28,69,1371.3,189.3,e>d>c>a>b
2167,3466,434,1837,1195,686,328,5,571.9,651,31,0,146,163,128,12,0,0,3,80.8,14.1,d>e>b>c>a
3877,7376,1051,4582,1744,626,1061,6,652.3,986,18,0,100,119,290,95,0,0,3,236.1,38.4,e>c>d>b>a
5735,7483,680,4273,2531,1150,794,3,611.4,1270,0,15,80,188,297,46,23,0,8,165.8,21.4,e>c>d>b>a
4168,6995,861,4402,1732,988,796,17,662.6,2068,101,0,710,392,402,47,20,0,2,412.7,53.3,e>d>c>a>b
6048,7925,1000,4681,2244,1312,722,7,624.3,1646,112,0,416,293,325,48,18,0,0,326.2,45.5,e>c>d>b>a
30458,52438,6606,34200,11632,5682,6817,108,700.5,12979,241,338,3679,1484,2657,576,136,0,141,3315.5,378.1,d>e>c>b>a
4632,6427,716,3710,2002,1150,528,9,628.6,1031,0,16,199,118,214,20,16,0,7,192.7,29.4,d>e>c>b>a
3838,5120,627,3041,1452,866,423,13,587.5,977,25,0,142,244,203,21,0,0,14,240.7,29.0,d>e>c>b>a
18569,29716,3679,18090,7947,4506,3099,48,651.3,7341,529,0,1588,995,1768,415,75,30,20,1537.7,174.5,d>e>c>b>a
9824,14444,1609,8470,4366,2126,1279,14,626.7,2609,0,0,540,425,609,141,0,0,15,801.0,104.1,d>e>c>b>a
23935,42970,6091,28385,8495,3848,5812,93,709.9,11241,201,0,1891,1560,2754,500,169,0,83,2331.6,238.7,e>d>a>c>b
2710,3563,403,2274,886,436,368,8,647.3,616,10,0,96,171,119,22,0,0,0,190.9,21.3,e>d>c>b>a
4308,5378,566,3003,1809,1017,426,2,597.9,904,0,0,99,263,189,23,10,0,3,106.5,15.8,e>d>c>b>a
6957,9882,1078,5761,3044,1642,941,11,618.6,1822,0,74,334,392,450,51,0,6,8,356.8,34.9,d>e>b>c>a
9372,12958,1101,6770,5088,2783,1092,21,622.1,2195,102,5,424,456,542,67,30,0,9,318.8,58.0,d>e>b>c>a
15627,25285,2939,16442,5905,3096,2768,37,665.0,5354,0,0,1254,1021,1279,188,61,38,14,1458.8,205.5,e>c>d>b>a
7011,10090,1212,6054,2824,1620,1002,11,675.6,2249,0,27,294,526,640,65,33,0,1,202.5,36.7,d>e>c>b>a
7188,16861,3273,11109,2479,1090,2926,48,1263.7,4979,0,0,710,538,1427,371,37,0,57,734.3,73.8,d>c>e>a>b
68390,172394,26910,112642,32843,11069,28068,397,835.4,43214,291,0,3707,5488,8480,6251,540,0,480,8149.0,893.3,d>c>e>a>b
67903,175324,25649,117279,32396,11752,28390,366,1089.6,56038,101,0,5333,8426,13223,9221,387,0,197,10180.8,1074.3,e>b>d>a>c
36991,79034,11288,51853,15894,5249,12494,107,830.6,14843,66,0,2098,1741,3369,1384,190,0,479,4361.4,455.1,d>c>e>a>b
68287,201258,34337,133865,33057,9767,37171,795,940.4,73109,0,0,4895,7206,15083,7339,763,0,654,8948.3,836.8,e>b>d>a>c
273158,550466,70450,339542,140475,32413,80869,3054,1232.2,590818,0,0,22506,27019,120826,145307,18607,440,6524,23486.4,2200.9,e>b>d>a>c
87218,204251,31928,139195,33128,13596,31177,452,893.8,73510,480,0,9486,7920,17662,9829,474,41,534,9147.3,995.9,e>c>d>a>b
27728,73184,14125,48322,10737,4889,11779,242,722.6,28731,937,0,4651,3336,5868,4123,205,43,88,2475.8,230.5,d>e>c>b>a
26854,66376,10972,45168,10237,5139,9906,85,756.3,11621,0,0,1934,2367,2280,1146,116,0,202,4098.6,459.6,d>b>e>a>c
17776,49359,8362,32903,8095,4124,8215,132,759.7,13333,0,0,2221,1330,2944,1136,138,0,117,2652.3,291.8,e>b>d>a>c
61918,142710,21496,98997,22217,8274,23533,330,737.3,35178,109,0,4119,6176,7609,5456,284,0,384,5923.4,509.0,e>b>d>a>c
74592,170876,26699,113150,31027,7196,30518,635,1452.0,142423,0,0,8205,22268,35079,27051,5778,0,472,6199.6,497.3,e>b>d>a>c
21871,61474,10781,40773,9921,5271,9448,161,988.9,26320,0,0,9535,2774,4900,1956,114,27,177,2705.2,239.3,d>b>e>c>a
56539,157217,25969,109978,21270,8558,26710,359,787.2,35488,0,0,5016,5174,8232,3733,317,0,768,7287.1,766.0,d>c>e>a>b
18176,47765,8773,31848,7145,3167,7998,111,747.5,11505,0,0,780,2523,1939,1089,112,0,134,1983.4,192.1,d>c>e>a>b
